RaceNo,Place,Tally,SailNo,HelmName,Nat,HelmSex,Class,HelmAgeGroup,Elapsed,Code
4,196,220,,"FUSELIER, JEAN-BAPTISTE",France,M,Open,40-59M,00:44:01,
4,197,65,,"PONROUCH, JEROME",France,M,Fin,40-59M,00:44:05,
4,198,368,,"LE SOLLIEC, JEAN-MARC",France,M,Fin,40-59M,00:44:07,
4,198,822,,"RAFFOUX, JOHAN",France,M,Fin,40-59M,00:44:07,
4,200,387,,"PAPAZIAN, AMBAR",France,F,Foil,17-30F,00:44:14,
4,201,200,,"ROSIQUE, MATTÉO",France,M,Open,20-39M,00:44:15,
4,201,336,,"LEROY, MARC",France,M,Fin,40-59M,00:44:15,
4,201,1298,,"RABETAUD, GILLES",France,M,Open,40-59M,00:44:15,
4,204,1172,,"DE BIAZI, FREDERIC",France,M,Fin,40-59M,00:44:33,
4,205,144,,"COLEMAN, MICHAEL",France,M,Fin,40-59M,00:44:38,
4,207,587,,"FUMOLEAU, PIERRE",France,M,Open,U20M,00:44:42,
4,209,470,,"CRESTEY, LUC",France,M,Fin,U20M,00:44:43,
4,210,826,,"MILLET, PASCAL",France,M,Fin,40-59M,00:44:46,
4,213,1173,,"BOURGEOIS, MATTEO",France,M,Fin,U20M,00:44:47,
4,214,1199,,"HUAULT-HERNÁNDEZ, IVÁN",France,M,Fin,U16M,00:44:48,
4,216,683,,"ALSOUNA, STEEVE-MARLEY",France,M,Fin,U20M,00:44:50,
4,219,85,,"GUÉRIN-BAIZEAU, ALEXANDRE",France,M,Fin,U20M,00:44:57,
4,220,434,,"LE COULS, QUENTIN",France,M,Open,U20M,00:44:59,
4,221,1035,,"VILLENEUVE, SAMY",France,M,Foil,40-59M,00:45:04,
4,223,460,,"GAUDIN, VINCENT",France,M,Fin,40-59M,00:45:07,
4,224,533,,"HUGO, RAPHAEL",France,M,Open,40-59M,00:45:09,
4,224,720,,"BOUCHAMMA, MATHIAS",France,M,Foil,U20M,00:45:09,
4,226,185,,"THIEFFRY, ALEXANDRE",France,M,Fin,20-39M,00:45:16,
4,227,1124,,"DAVID, ULYSSE",France,M,Open,U16M,00:45:20,
4,230,981,,"RAJON, TITOUAN",France,M,Open,20-39M,00:45:32,
4,233,337,,"DIEP, ALEXANDRE",France,M,Open,U20M,00:45:35,
4,233,530,,"GROUZIS, GABRIEL",France,M,Open,U20M,00:45:35,
4,233,874,,"VERBRUGGE, RÉMI",France,M,Fin,20-39M,00:45:35,
4,233,1099,,"ANCET, KALEAN",France,M,Open,U16M,00:45:35,
4,238,948,,"VRIGNAUD, TEDDY",France,M,Fin,40-59M,00:45:41,
4,241,374,,"BRIAN, ANTOINE",France,M,Open,20-39M,00:45:46,
4,244,366,,"CANN, THÉLO",France,M,Fin,20-39M,00:45:51,
4,246,64,,"COIFFARD, CHRISTOPHE",France,M,Fin,40-59M,00:45:55,
4,247,322,,"ESTEBAN, DE CRUZ",France,M,Fin,U20M,00:45:59,
4,248,719,,"SCIARLI, PIERRE-LOUIS",France,M,Fin,20-39M,00:46:04,
4,249,495,,"ACQUERE, ANTOINE",France,M,Open,20-39M,00:46:05,
4,249,1025,,"BOSELLI, FELICE",France,M,Fin,U16M,00:46:05,
4,251,827,,"HEBERT, STÉPHANE",France,M,Fin,40-59M,00:46:15,
4,254,871,,"BIGOU, CHRISTOPHE",France,M,Fin,40-59M,00:46:23,
4,256,1351,,"CHABAUD, LILIAN",France,M,Open,40-59M,00:46:25,
4,258,780,,"SINOT, PATRICK",France,M,Fin,40-59M,00:46:34,
4,259,632,,"ROYER, VINCENT",France,M,Fin,40-59M,00:46:35,
4,259,807,,"DEGRE, MICHAEL",France,M,Fin,40-59M,00:46:35,
4,261,1121,,"MARCHAND, PIERRE",France,M,Fin,20-39M,00:46:38,
4,263,203,,"DAVICO, MAÉ",France,F,Open,17-30F,00:46:44,
4,265,1126,,"BOUTRY, XAVIER",France,M,Fin,40-59M,00:46:45,
4,266,623,,"DUROZO, FRÉDÉRIC",France,M,Fin,40-59M,00:46:47,
4,267,749,,"SERMET, TESS",France,F,Fin,U17F,00:46:53,
4,269,1086,,"BURGY, PIERRE",France,M,Fin,20-39M,00:46:54,
4,271,863,,"PIRES, LUCA",France,M,Open,U16M,00:46:55,
4,273,10175,,"MORIN, STEPHANE",France,M,Fin,40-59M,00:47:04,
4,278,418,,"BARDARY, MICKAEL",France,M,Open,20-39M,00:47:08,
4,279,462,,"BALEY, PIERRE",France,M,Fin,40-59M,00:47:13,
4,281,894,,"DIERICKX, TITOUAN",France,M,Fin,20-39M,00:47:17,
4,282,657,,"POLLIN, GUILLAUME",France,M,Fin,40-59M,00:47:19,
4,282,1098,,"ANCET, EMMANUEL",France,M,Open,40-59M,00:47:19,
4,284,1347,,"HUNTER, MARINE",France,F,Fin,17-30F,00:47:24,
4,286,650,,"MARLE, ROBIN",France,M,Open,20-39M,00:47:29,
4,287,736,,"FUSELIER, TIMOTHÉE",France,M,Open,20-39M,00:47:34,
4,289,659,,"GOERGER, YANN",France,M,Fin,40-59M,00:47:41,
4,290,1233,,"CHEYLAC, FABIEN",France,M,Fin,20-39M,00:47:42,
4,291,802,,"LETHUILLIER, CEDRIC",France,M,Fin,40-59M,00:47:47,
4,293,386,,"HOLLOCOU, ERWAN",France,M,Fin,40-59M,00:47:50,
4,294,256,,"TRAN DINH, VINCENT",France,M,Fin,40-59M,00:47:51,
4,296,760,,"OBRY, ARNAUD",France,M,Fin,40-59M,00:47:54,
4,297,464,,"BODIN VARENNE, PAUL",France,M,Fin,20-39M,00:47:56,
4,298,278,,"HOLLENDER, ARNO",France,M,Open,40-59M,00:47:58,
4,300,87,,"LOGLISCI, MARIUS",France,M,Fin,U16M,00:48:00,
4,302,198,,"CASTE, JEAN-BAPTISTE",France,M,Fin,20-39M,00:48:05,
4,302,309,,"ROSIQUE, OLIVIA",France,F,Open,17-30F,00:48:05,
4,304,164,,"LAINE, FRÉDÉRIC",France,M,Fin,40-59M,00:48:11,
4,305,35,,"THEBAULT, JEROME",France,M,Open,40-59M,00:48:13,
4,307,122,,"DUGNAT, FABRICE",France,M,Fin,40-59M,00:48:29,
4,307,219,,"MAURI, JEAN-CHARLES",France,M,Fin,40-59M,00:48:29,
4,310,230,,"VEINBERG, ERIC",France,M,Fin,40-59M,00:48:32,
4,311,51,,"DALIBOT, YANN",France,M,Fin,40-59M,00:48:33,
4,312,253,,"BOINET, ALEXIS",France,M,Open,U20M,00:48:34,
4,313,885,,"FELDER, LUCAS",France,M,Fin,U20M,00:48:36,
4,314,515,,"BERNARD, THÉAU",France,M,Open,20-39M,00:48:40,
4,316,28,,"SULTANA, BENOIT",France,M,Foil,U16M,00:48:43,
4,318,704,,"PAVILLON, PABLO",France,M,Fin,U20M,00:48:45,
4,319,358,,"BRUEL, ARTHUR",France,M,Fin,U16M,00:48:46,
4,321,82,,"BOULAY, BRICE",France,M,Fin,40-59M,00:48:56,
4,321,897,,"EVEILLE, NICOLAS",France,M,Fin,U20M,00:48:56,
4,321,1241,,"POLLET, LOIC",France,M,Fin,40-59M,00:48:56,
4,324,127,,"BLANCHON, YOLAN",France,M,Open,20-39M,00:49:05,
4,325,474,,"LE GAL, JEAN-CHRISTOPHE",France,M,Open,20-39M,00:49:06,
4,327,187,,"MANTION, CLARA",France,F,Fin,17-30F,00:49:15,
4,327,987,,"CAILLAUD, OLIVIER",France,M,Fin,40-59M,00:49:15,
4,329,473,,"LETHUILLIER, TITOUAN",France,M,Fin,U16M,00:49:21,
4,330,275,,"LE COULS, GAËTAN",France,M,Open,U20M,00:49:24,
4,330,304,,"SEBAIN, SAHEL",France,M,Fin,U20M,00:49:24,
4,332,34,,"SICARD--BAUX, FLORIAN",France,M,Open,U20M,00:49:25,
4,332,239,,"PONSAR, ROLAND",France,M,Fin,60+M,00:49:25,
4,335,726,,"DOSSIER, BAPTISTE",France,M,Open,U20M,00:49:32,
4,336,487,,"HAULBERT, YOANN",France,M,Fin,40-59M,00:49:33,
4,338,1027,,"PAOLI, RAPHAEL",France,M,Open,U20M,00:49:43,
4,339,1056,,"CUTZACH, EMMANUEL",France,M,Open,40-59M,00:49:44,
4,340,1111,,"FILIPPI, RAPHAËL",France,M,Fin,40-59M,00:49:46,
4,341,992,,"JAEGLE, MATHIS",France,M,Fin,U20M,00:49:49,
4,342,22,,"DE ALMEIDA, ALAIN",France,M,Fin,40-59M,00:49:55,
4,342,281,,"LOIRE, BENJAMIN",France,M,Fin,40-59M,00:49:55,
4,345,406,,"GUERIN, PIERRE",France,M,Fin,20-39M,00:49:57,
4,346,712,,"LE GOANVIC, BRIAC",France,M,Fin,20-39M,00:49:58,
4,347,1175,,"HERMITANT, PAULINE",France,F,Open,U17F,00:50:01,
4,348,241,,"DUMONT-FOURMANOIR, CLOTILDE",France,F,Fin,17-30F,00:50:04,
4,348,606,,"CHOTARD, PIERRE-OLIVIER",France,M,Fin,40-59M,00:50:04,
4,351,104,,"ANDRIOT, BENOIT",France,M,Fin,20-39M,00:50:05,
4,354,616,,"BARAS, ANTOINE",France,M,Fin,40-59M,00:50:13,
4,355,989,,"MARCAND, BASTIEN",France,M,Fin,U20M,00:50:15,
4,355,1109,,"LECOQ, STEPHANE",France,M,Fin,40-59M,00:50:15,
4,357,881,,"BUREN, BERNARD",France,M,Fin,60+M,00:50:16,
4,359,298,,"SIMON, NICOLAS",France,M,Fin,20-39M,00:50:25,
4,362,1154,,"TABURET, MATTHIEU",France,M,Fin,40-59M,00:50:35,
4,364,323,,"PERNELLE, GUILLAUME",France,M,Fin,20-39M,00:50:36,
4,366,598,,"GEERAERT, NICOLAS",France,M,Fin,20-39M,00:50:49,
4,367,617,,"BARAS, LÉANDRE",France,M,Fin,U20M,00:50:52,
4,370,448,,"FEYZEAU, PIERRE",France,M,Fin,40-59M,00:51:01,
4,371,795,,"BRAVETTI, DOMINIQUE",France,M,Fin,40-59M,00:51:04,
4,372,426,,"JACQUEMOND, YANN",France,M,Open,20-39M,00:51:05,
4,373,923,,"MARCAND, HUGO",France,M,Fin,U20M,00:51:07,
4,374,293,,"WERMEISTER, LISA",France,F,Fin,17-30F,00:51:13,
4,374,321,,"FRANCIS, JEAN-LOUP",France,M,Open,U16M,00:51:13,
4,376,477,,"GRATADOUR, VINCENT",France,M,Fin,40-59M,00:51:14,
4,377,661,,"VERNET, PAULIN",France,M,Fin,U16M,00:51:15,
4,377,1141,,"FONBONNE, ANTOINE",France,M,Fin,U16M,00:51:15,
4,377,1318,,"COUVREUR, FRANCK",France,M,Fin,40-59M,00:51:15,
4,381,682,,"LEMAITRE, CHARLINE",France,F,Fin,U17F,00:51:24,
4,383,1152,,"CATHALA, JEAN-CLAUDE",France,M,Fin,60+M,00:51:31,
4,386,1020,,"SICCARDI, JULIEN",France,M,Fin,20-39M,00:51:36,
4,386,1253,,"FAUCHER, ENZO",France,M,Fin,U20M,00:51:36,
4,388,985,,"AUZET, JEAN-CHRISTIAN",France,M,Fin,40-59M,00:51:40,
4,389,1006,,"SICARD, JÉRÔME",France,M,Open,40-59M,00:51:42,
4,390,455,,"LECOCQ, VIRGILE",France,M,Fin,U20M,00:51:46,
4,390,490,,"BOURDIN, MICHAËL",France,M,Fin,40-59M,00:51:46,
4,390,1108,,"LE SAVOUREUX, VICTOR",France,M,Open,U16M,00:51:46,
4,393,685,,"BELE, THOMAS",France,M,Fin,20-39M,00:51:48,
4,394,772,,"DECLERCQ, XAVIER",France,M,Fin,40-59M,00:51:49,
4,395,1057,,"CUTZACH, EDGAR",France,M,Fin,20-39M,00:51:53,
4,397,199,,"FRANCESCONI, XAVIER",France,M,Fin,40-59M,00:51:54,
4,397,1051,,"JEANSON, LUCAS",France,M,Fin,20-39M,00:51:54,
4,399,86,,"CHARTIER, SIMON",France,M,Open,20-39M,00:51:55,
4,399,844,,"MELLER, AXEL",France,M,Fin,20-39M,00:51:55,
4,402,656,,"LEDON, BRICE",France,M,Fin,40-59M,00:52:04,
4,405,595,,"GENIN-LHOMIER, FRANK",France,M,Fin,40-59M,00:52:06,
4,407,130,,"BERNARD, STÉPHANE",France,M,Fin,40-59M,00:52:14,
4,407,414,,"FILALI, AKIM",France,M,Fin,40-59M,00:52:14,
4,409,351,,"YOUNES, MAËL",France,M,Open,20-39M,00:52:18,
4,410,1342,,"LEFEVRE, JORGE",France,M,Open,U20M,00:52:27,
4,411,532,,"BLANC, STEPHANE",France,M,Fin,40-59M,00:52:28,
4,413,582,,"GODON, LISA",France,F,Fin,17-30F,00:52:30,
4,415,697,,"MARTINEZ, JACQUES",France,M,Open,60+M,00:52:37,
4,415,1197,,"MAILLARD, MARIN",France,M,Fin,U20M,00:52:37,
4,418,1,,"COLMAS, JEAN LOUIS",France,M,Foil,60+M,00:52:42,
4,419,376,,"FILIPPI, CÉSAR",France,M,Fin,U20M,00:52:43,
4,420,236,,"DEBIERRE, OLIVIER",France,M,Fin,40-59M,00:52:45,
4,422,84,,"MILHE, THIBAUT",France,M,Fin,U20M,00:52:48,
4,424,864,,"HAUSER, ALEXANDRE",France,M,Fin,40-59M,00:52:49,
4,425,478,,"GEORGES, SOLAL",France,M,Fin,U16M,00:52:52,
4,426,1269,,"OTMANI, RAFAEL",France,M,Open,U20M,00:52:58,
4,430,965,,"BARBIER, YANN",France,M,Fin,40-59M,00:53:05,
4,432,71,,"LEPORE, THOMAS",France,M,Open,40-59M,00:53:09,
4,434,502,,"ROUSSIER, HENRI",France,M,Fin,40-59M,00:53:14,
4,434,10095,,"LOIRE, BAPTISTE",France,M,Fin,U16M,00:53:14,
4,437,693,,"DURAND, AURELE",France,M,Fin,U20M,00:53:16,
4,438,547,,"LE CORNO, GUILLAUME",France,M,Open,20-39M,00:53:17,
4,439,678,,"ALASSANE, SAMBA",France,M,Fin,40-59M,00:53:19,
4,440,307,,"DEBOSQUE, FRANCK",France,M,Fin,40-59M,00:53:22,
4,440,1303,,"LEPPHAILLE, PIERRE",France,M,Fin,60+M,00:53:22,
4,442,242,,"PLOUGONVEN, PIERRE-MARIE",France,M,Open,20-39M,00:53:25,
4,443,259,,"BRISSET, PASCAL",France,M,Fin,60+M,00:53:29,
4,444,739,,"MONNAERT, JEAN-PHILIPPE",France,M,Fin,40-59M,00:53:35,
4,446,918,,"GOBIN, PAUL",France,M,Fin,U16M,00:53:44,
4,446,925,,"BOLLASINA, ANTOINE",France,M,Open,40-59M,00:53:44,
4,450,572,,"GUGLIELMINETTI, EDGAR",France,M,Open,U20M,00:53:49,
4,451,243,,"THOMAS, RAPHAËL",France,M,Fin,40-59M,00:53:51,
4,452,160,,"FRANÇOIS, BRAM",France,M,Fin,20-39M,00:53:52,
4,453,260,,"CLASSEAU, ISIS",France,F,Fin,U17F,00:53:54,
4,454,383,,"BAZIADOLY, MATHIEU",France,M,Foil,40-59M,00:53:56,
4,455,1319,,"PIVOT, VINCENT",France,M,Fin,40-59M,00:54:03,
4,456,315,,"ROYER, SILAS",France,M,Fin,U16M,00:54:05,
4,457,971,,"JAN, STÉPHANE",France,M,Fin,40-59M,00:54:08,
4,459,1029,,"LE BARS, JORAN",France,M,Fin,40-59M,00:54:12,
4,460,249,,"BLANKENSTEIN, ERIC",France,M,Fin,40-59M,00:54:13,
4,460,1297,,"TARDY, SIMON",France,M,Fin,20-39M,00:54:13,
4,463,255,,"AMEY, LOÏC",France,M,Fin,20-39M,00:54:14,
4,463,1291,,"LEHEE, FABIEN",France,M,Fin,40-59M,00:54:14,
4,465,567,,"DALIBOT, ANTOINE",France,M,Fin,40-59M,00:54:15,
4,465,734,,"RAPPILLARD, ADRIEN",France,M,Fin,40-59M,00:54:15,
4,470,732,,"OREL, FRANÇOIS",France,M,Fin,20-39M,00:54:23,
4,470,1191,,"LOUVET - BRACAR, ANNE",France,F,Fin,45+F,00:54:23,
4,472,1282,,"COUSIN, MATEO",France,M,Fin,20-39M,00:54:24,
4,473,329,,"FARGUES, HUGO",France,M,Fin,U20M,00:54:25,
4,475,759,,"TEILLARD, CAMILLE",France,M,Open,U20M,00:54:30,
4,476,399,,"GAVEN, CHRISTOPHE",France,M,Fin,40-59M,00:54:31,
4,477,492,,"KOWALSKI, FRANCOIS-XAVIER",France,M,Fin,40-59M,00:54:34,
4,478,25,,"OUALLET, MICHEL",France,M,Open,60+M,00:54:35,
4,478,94,,"BECQUART, FRÉDÉRIC",France,M,Fin,40-59M,00:54:35,
4,481,1021,,"BIDET, GUILLAUME",France,M,Fin,40-59M,00:54:41,
4,483,689,,"PIEDFERT, GUILLAUME",France,M,Fin,40-59M,00:54:44,
4,484,1110,,"THIELTGEN, STEPHANE",France,M,Fin,40-59M,00:54:45,
4,484,1190,,"ARNAUD, JEAN-PAUL",France,M,Fin,40-59M,00:54:45,
4,488,781,,"MONTJOTIN, GUILLAUME",France,M,Fin,40-59M,00:54:46,
4,489,12,,"GELY, ETHAN",France,M,Fin,U16M,00:54:51,
4,489,32,,"DALLA PIETRA, SEBASTIEN",France,M,Fin,40-59M,00:54:51,
4,491,128,,"BONHOMME, CLÉMENT",France,M,Open,40-59M,00:54:54,
4,491,680,,"DESOMBRE, CÉDRIC",France,M,Open,20-39M,00:54:54,
4,493,930,,"LIMONIER, FRANCK",France,M,Open,60+M,00:54:55,
4,494,784,,"MARION, YANNICK",France,M,Foil,40-59M,00:54:58,
4,495,498,,"GHIO, JEAN-JACQUES",France,M,Fin,40-59M,00:55:04,
4,495,1042,,"LAUNAY, PIER",France,M,Fin,20-39M,00:55:04,
4,497,346,,"MATHIEU, NICOLAS",France,M,Fin,20-39M,00:55:05,
4,498,420,,"LE SAUX, XAVIER",France,M,Open,40-59M,00:55:13,
4,499,898,,"BONNIN, PIERRE-JEAN",France,M,Fin,40-59M,00:55:14,
4,499,1295,,"LIAGRE, JOFFREY",France,M,Fin,40-59M,00:55:14,
4,501,561,,"DARGNIES, THIBAULT",France,M,Open,U20M,00:55:15,
4,505,297,,"BERNARD-WERMEISTER, LAETITIA",France,F,Fin,45+F,00:55:25,
4,506,441,,"LAMBEAUX, ELÉONORE",France,F,Fin,U17F,00:55:26,
4,507,731,,"WEISS, ERIC",France,M,Fin,40-59M,00:55:28,
4,508,1232,,"SCHAFFNER, FREDERIC",France,M,Fin,40-59M,00:55:29,
4,509,466,,"DIDIER, NICOLAS",France,M,Fin,40-59M,00:55:32,
4,510,529,,"ACCOU, ETIENNE",France,M,Fin,20-39M,00:55:33,
4,510,706,,"SAVIN, ANTOINE",France,M,Fin,40-59M,00:55:33,
4,510,735,,"GAUTIER, GAEL",France,M,Fin,40-59M,00:55:33,
4,513,138,,"ARCHAMBAULT, CHRISTOPHE",France,M,Fin,40-59M,00:55:35,
4,513,631,,"VERNET, LUCILE",France,F,Fin,17-30F,00:55:35,
4,516,1118,,"MALGRAS, CYRIL",France,M,Fin,40-59M,00:55:44,
4,518,142,,"BONTEMPS, MALO",France,M,Open,U16M,00:55:45,
4,518,451,,"BERTHOU, JULIE",France,F,Open,17-30F,00:55:45,
4,520,158,,"GROUHEL, PIERRE",France,M,Fin,40-59M,00:55:52,
4,520,791,,"LE GUIRRIEC, MATHIEU",France,M,Fin,20-39M,00:55:52,
4,520,1358,,"AZEMA, MATTEO",France,M,Fin,20-39M,00:55:52,
4,523,545,,"GENETRE, RAPHAËL",France,M,Fin,U20M,00:55:53,
4,525,291,,"BROTSCHI-EIBEL, LOLA",France,F,Open,U17F,00:55:55,
4,526,856,,"DUCHATEAU, MARC",France,M,Fin,40-59M,00:55:56,
4,528,1137,,"SASSARD, MATHIEU",France,M,Fin,U20M,00:55:59,
4,529,718,,"AZORIN, OLIVIER",France,M,Open,40-59M,00:56:00,
4,530,751,,"BLANCHET, TITOUAN",France,M,Fin,U20M,00:56:03,
4,531,618,,"ROMAIN, PHILIPPE",France,M,Fin,40-59M,00:56:04,
4,531,1259,,"REGIMBEAU, GUILLAUME",France,M,Fin,20-39M,00:56:04,
4,533,1058,,"AUDEBERT, THIBAULT",France,M,Fin,20-39M,00:56:05,
4,533,1145,,"ARSAC, CHRISTOPHE",France,M,Fin,60+M,00:56:05,
4,536,787,,"SWISTUNOW, VLADIMIR",France,M,Open,40-59M,00:56:10,
4,537,832,,"GAILLARD, DOMINIQUE",France,M,Fin,40-59M,00:56:11,
4,538,1072,,"FORMAL, PATRICE",France,M,Fin,40-59M,00:56:13,
4,539,149,,"ASTOLFI, PHILIPPE",France,M,Foil,40-59M,00:56:15,
4,539,725,,"MOURRAL, DIDIER",France,M,Fin,40-59M,00:56:15,
4,542,721,,"LEPERCQ, EMMANUEL",France,M,Open,40-59M,00:56:19,
4,544,865,,"TISSERAND, SACHA",France,M,Open,U20M,00:56:25,
4,544,1168,,"PETERS, MARIAN",France,M,Fin,20-39M,00:56:25,
4,544,1210,,"LEGAL, MORGAN",France,M,Fin,U20M,00:56:25,
4,551,977,,"DEPOUTRE, WILLIAM",France,M,Fin,40-59M,00:56:35,
4,553,614,,"TRAN DINH, IVAN",France,M,Fin,U20M,00:56:41,
4,553,729,,"LALOI, GREGORY",France,M,Fin,40-59M,00:56:41,
4,555,102,,"BAZAILLE, ENZO",France,M,Fin,U20M,00:56:42,
4,555,489,,"VILAIN, CLÉMENT",France,M,Fin,20-39M,00:56:42,
4,558,1112,,"THOMAS, ANNE",France,F,Fin,45+F,00:56:44,
4,559,580,,"DESOMBRE, DAMIEN",France,M,Fin,40-59M,00:56:45,
4,559,1488,,"LEROY, BENOÎT",France,M,Open,20-39M,00:56:45,
4,562,846,,"JUBAULT, HUBERT",France,M,Fin,40-59M,00:56:51,
4,563,702,,"COMBET, PIERRE",France,M,Fin,U20M,00:56:53,
4,565,645,,"COTTIGNIES, PHILIPPE",France,M,Fin,40-59M,00:56:55,
4,566,385,,"BERNARD, ANTONIO",France,M,Fin,40-59M,00:57:00,
4,567,505,,"DENIS, CHRISTOPHE",France,M,Fin,60+M,00:57:02,
4,567,762,,"BLEUNVEN, MAXIME",France,M,Fin,20-39M,00:57:02,
4,570,10,,"MALCOSTE, PASCAL",France,M,Foil,40-59M,00:57:04,
4,571,101104,,"DUROUCHOUX, BENOÎT",France,M,Fin,20-39M,00:57:05,
4,574,472,,"FRISCH, VALÉRY",France,M,Fin,40-59M,00:57:11,
4,575,222,,"TOTI, NOEMIE",France,F,Fin,31-45F,00:57:12,
4,577,669,,"BRANCATO, SERGE",France,M,Fin,40-59M,00:57:15,
4,579,204,,"DECOUARD, SAMUEL",France,M,Fin,U16M,00:57:22,
4,581,400,,"CORDIER, LÉOPOLD",France,M,Fin,20-39M,00:57:25,
4,584,176,,"ROY, PASCAL",France,M,Fin,60+M,00:57:26,
4,584,854,,"BAUER, BENJAMIN",France,M,Fin,40-59M,00:57:26,
4,586,512,,"GODON, GUILLAUME",France,M,Fin,40-59M,00:57:32,
4,587,74,,"FUSELIER, CHRISTOPHE",France,M,Open,40-59M,00:57:33,
4,588,457,,"DELIGNY, FRÉDÉRIC",France,M,Fin,40-59M,00:57:34,
4,590,66,,"MARIEAGNES, AUDREY",France,F,Open,31-45F,00:57:39,
4,591,692,,"CLEMENT, NATHAN",France,M,Open,U20M,00:57:43,
4,593,716,,"FERRENBACH, PATRICK",France,M,Fin,40-59M,00:57:44,
4,594,301,,"JADÉ, ERWAN",France,M,Fin,40-59M,00:57:48,
4,595,1033,,"JUNG, THIERRY",France,M,Fin,40-59M,00:57:49,
4,597,83,,"ARNOUX, FABIEN",France,M,Fin,40-59M,00:57:51,
4,600,664,,"LECOUBET, MALEK",France,M,Fin,60+M,00:58:03,
4,602,1073,,"JESTIN, HERVÉ",France,M,Fin,40-59M,00:58:05,
4,603,101164,,"DOMALLAIN, JEAN-MARC",France,M,Fin,40-59M,00:58:06,
4,604,1158,,"MANGEL, NICOLAS",France,M,Fin,U20M,00:58:08,
4,605,1258,,"DEL-SOCORRO, JÉRÉMY",France,M,Fin,20-39M,00:58:11,
4,606,891,,"CHAPUIS, ALEXANDRE",France,M,Fin,40-59M,00:58:12,
4,607,361,,"VUILLEFROY, DAMIEN",France,M,Fin,40-59M,00:58:13,
4,607,467,,"PIEL, VINCENT",France,M,Open,40-59M,00:58:13,
4,613,24,,"GAUTIER, JEAN BAPTISTE",France,M,Fin,40-59M,00:58:25,
4,613,728,,"OUTTERS, VINCENT",France,M,Open,40-59M,00:58:25,
4,613,892,,"GAY, ARTHUR",France,M,Fin,20-39M,00:58:25,
4,613,907,,"LEPOUTRE, GUILLAUME",France,M,Fin,40-59M,00:58:25,
4,618,686,,"MAURICE, PASCAL",France,M,Open,40-59M,00:58:32,
4,619,967,,"BESANCENOT, JEAN-EDOUARD",France,M,Fin,20-39M,00:58:34,
4,620,805,,"GUICHARD, LIONEL",France,M,Fin,40-59M,00:58:35,
4,621,785,,"MARION, ESTELLE",France,F,Fin,17-30F,00:58:36,
4,622,340,,"LEPOUTRE, BERTRAND",France,M,Fin,40-59M,00:58:44,
4,624,1236,,"KERNINON, YANN",France,M,Fin,20-39M,00:58:53,
4,627,698,,"RABASSE, JOSUE",France,M,Fin,20-39M,00:58:56,
4,628,974,,"DE CHACATON, NICOLAS",France,M,Fin,40-59M,00:59:00,
4,630,808,,"ARCHAMBAULT, MATHIEU",France,M,Fin,20-39M,00:59:02,
4,631,1078,,"SILVE, THIBAUT",France,M,Open,20-39M,00:59:03,
4,634,608,,"ZAFRA, FRANCK",France,M,Open,40-59M,00:59:10,
4,636,942,,"SIMON, LISA",France,F,Fin,17-30F,00:59:14,
4,638,1363,,"MECHET, TANGUY",France,M,Fin,20-39M,00:59:18,
4,639,343,,"BOUCABELLE, JULIEN",France,M,Fin,40-59M,00:59:19,
4,640,283,,"BLANC, THOMAS",France,M,Fin,40-59M,00:59:23,
4,640,444,,"DE COUESBOUC, ERWAN",France,M,Fin,40-59M,00:59:23,
4,640,690,,"MORIA, MARCO",France,M,Fin,40-59M,00:59:23,
4,640,1133,,"LOUISY, BRUNO",France,M,Fin,40-59M,00:59:23,
4,644,265,,"ALBARET, STÉPHANE",France,M,Fin,40-59M,00:59:25,
4,644,306,,"LOIRE, ESTEBAN",France,M,Fin,U20M,00:59:25,
4,647,945,,"DURIX, FABIEN",France,M,Fin,40-59M,00:59:32,
4,648,46,,"DE COURTIVRON, DOMINIQUE",France,M,Fin,60+M,00:59:34,
4,648,1080,,"FOURNIER, LOUISON",France,M,Fin,U20M,00:59:34,
4,648,1360,,"MECHET, YVES-ANTOINE",France,M,Fin,40-59M,00:59:34,
4,652,1307,,"MOREAU, SYLVAIN",France,M,Fin,40-59M,00:59:40,
4,655,536,,"PONSIN, ADRIEN",France,M,Fin,20-39M,00:59:44,
4,657,958,,"OUDERT, JEAN YVES",France,M,Fin,40-59M,00:59:45,
4,657,1092,,"BENNEHARD, GABRIEL",France,M,Fin,U20M,00:59:45,
4,661,1101,,"MAURE, THOMAS",France,M,Fin,40-59M,00:59:54,
4,662,769,,"BAHUAUD, GAUTHIER",France,M,Fin,40-59M,00:59:55,
4,665,1174,,"FOEX, CHRISTOPHE",France,M,Fin,40-59M,01:00:04,
4,667,630,,"VERNET, DAVID",France,M,Fin,40-59M,01:00:14,
4,669,116,,"DUHAYON, NICOLAS",France,M,Fin,40-59M,01:00:15,
4,673,1134,,"REY, VINCENT",France,M,Fin,40-59M,01:00:19,
4,674,362,,"HERNANDEZ GARCIA, ESTEBAN",France,M,Open,U16M,01:00:27,
4,676,1163,,"RAYNAUD, THOMAS",France,M,Fin,40-59M,01:00:28,
4,677,344,,"BERNARDI, DAMIEN",France,M,Fin,40-59M,01:00:32,
4,678,927,,"PETTON, RONAN",France,M,Fin,20-39M,01:00:35,
4,680,42,,"VERZAUX, CHARLES",France,M,Fin,40-59M,01:00:43,
4,680,452,,"FAURE, STÉPHANE",France,M,Fin,40-59M,01:00:43,
