RaceNo,Place,Tally,HelmName,Nat,HelmSex,Class,HelmAgeGroup,Elapsed
3,983,1281,"GIVEAWAY, NICOPRIEN",Netherlands,M,Fin,20-39M,DNS
3,983,1313,"HORNSTRA, JORNE",Netherlands,M,Fin,40-59M,DNS
3,983,1314,"HISCHE, PIETER JAN",Netherlands,M,Fin,40-59M,DNS
3,983,107,"HANEMAAIJER, THIJS",Netherlands,M,Open,U20M,DSQ
3,983,543,"VOORBERG, NICK",Netherlands,M,Fin,20-39M,DSQ
3,983,605,"HOOGENDAM, FABIENNE",Netherlands,F,Fin,17-30F,DSQ
3,983,1038,"BONS, DAVID",Netherlands,M,Fin,20-39M,DSQ
3,983,1052,"BRONKHORST, PETER-MARTIJN",Netherlands,M,Fin,40-59M,DSQ
3,983,1276,"VAN DER MEER, JAN PIETER",Netherlands,M,Fin,40-59M,DSQ
3,983,1317,"JONKMAN, JEROEN",Netherlands,M,Fin,40-59M,DSQ
4,6,20,"VRIESWIJK, AMADO",Netherlands,M,Open,20-39M,00:32:19
4,19,69,"VONK, JORDY",Netherlands,M,Open,20-39M,00:33:53
4,24,647,"VAN DER MEER, HIDDE",Netherlands,M,Foil,U20M,00:34:25
4,30,9,"FRANS, TATY",Netherlands,M,Fin,20-39M,00:35:03
4,33,10955,"STROOSMA, SEM",Netherlands,M,Foil,U20M,00:35:39
4,36,584,"DALDORF, INGMAR",Netherlands,M,Open,20-39M,00:35:49
4,47,33,"WENNEKES, SARA",Netherlands,F,Foil,17-30F,00:36:35
4,51,900,"HEIDA, PETER",Netherlands,M,Fin,40-59M,00:37:15
4,56,57,"VAN DER STEEN, BEN",Netherlands,M,Open,40-59M,00:37:25
4,67,782,"HEIDA, FRANK",Netherlands,M,Fin,40-59M,00:38:06
4,71,535,"WONDERGEM, FLORIS",Netherlands,M,Fin,20-39M,00:38:18
4,74,527,"HESSELS, KOEN",Netherlands,M,Open,U20M,00:38:30
4,108,703,"MARTIJN, VAN NOORD",Netherlands,M,Fin,20-39M,00:40:21
4,133,519,"WIERSTRA, NICO",Netherlands,M,Fin,40-59M,00:41:43
4,142,525,"VAN BEEK, GEERT",Netherlands,M,Fin,40-59M,00:42:03
4,166,1178,"DE JONG, DYLAN",Netherlands,M,Fin,40-59M,00:42:55
4,182,949,"ENGEL, MICHAËL",Netherlands,M,Fin,40-59M,00:43:25
4,188,107,"HANEMAAIJER, THIJS",Netherlands,M,Open,U20M,00:43:45
4,190,1278,"IMMENGA, MARK",Netherlands,M,Open,20-39M,00:43:53
4,207,1277,"VAN DER VEEN, JELLE",Netherlands,M,Open,20-39M,00:44:42
4,222,628,"VAN DER VEEN, FEMKE",Netherlands,F,Open,17-30F,00:45:05
4,229,193,"DROOP, BJORN",Netherlands,M,Open,20-39M,00:45:23
4,233,1264,"SHYTIKOV, MAKSYM",Netherlands,M,Fin,20-39M,00:45:35
4,242,152,"BOSMAN, JORIS",Netherlands,M,Fin,40-59M,00:45:50
4,251,895,"BAAS, ROBERT",Netherlands,M,Fin,60+M,00:46:15
4,251,912,"VERMEULEN, JAN WILLEM",Netherlands,M,Open,40-59M,00:46:15
4,256,1353,"DE BOER, THEWES",Netherlands,M,Fin,40-59M,00:46:25
4,262,605,"HOOGENDAM, FABIENNE",Netherlands,F,Fin,17-30F,00:46:43
4,274,571,"LAVERMAN, HERMAN",Netherlands,M,Fin,40-59M,00:47:05
4,288,1254,"KRUIJTZER, PETER",Netherlands,M,Fin,40-59M,00:47:40
4,291,1338,"BLEEKER, RALPH",Netherlands,M,Fin,40-59M,00:47:47
4,299,371,"BIJLSMA, JASPER",Netherlands,M,Fin,20-39M,00:47:59
4,306,1239,"HARMS, KOEN",Netherlands,M,Fin,20-39M,00:48:27
4,342,10048,"BRÜLL, FINN",Netherlands,M,Open,U16M,00:49:55
4,348,154,"SCHORTINGHUIS, HUGO",Netherlands,M,Fin,U20M,00:50:04
4,351,1265,"KEGEL, MERIJN",Netherlands,M,Fin,40-59M,00:50:05
4,361,10130,"DITS, PEYTON",Netherlands,M,Open,U16M,00:50:27
4,368,13,"VAN BERKEL, OWEN",Netherlands,M,Open,20-39M,00:50:54
4,382,543,"VOORBERG, NICK",Netherlands,M,Fin,20-39M,00:51:25
4,385,858,"VISKER, ALWIN",Netherlands,M,Fin,40-59M,00:51:35
4,402,1031,"SCHILPEROORT, RUUD",Netherlands,M,Fin,40-59M,00:52:04
4,412,1279,"BEKS, STIJN",Netherlands,M,Open,U20M,00:52:29
4,417,393,"HASSINK, ROGIER",Netherlands,M,Fin,40-59M,00:52:40
4,421,979,"HOMMEL, GUIDO",Netherlands,M,Fin,40-59M,00:52:46
4,427,184,"FREDRIKZE, EGBERT",Netherlands,M,Fin,20-39M,00:53:00
4,431,1404,"VAN ZADELHOFF, JEROEN",Netherlands,M,Fin,40-59M,00:53:06
4,448,300,"KUITER, PETER",Netherlands,M,Fin,40-59M,00:53:45
4,458,999,"BRULL, BAS",Netherlands,M,Open,40-59M,00:54:09
4,482,437,"VERMOEN, MARCO",Netherlands,M,Fin,40-59M,00:54:43
4,504,839,"KORT, HUUG",Netherlands,M,Fin,40-59M,00:55:20
4,533,1226,"KUIJVENHOVEN, CORSTIAAN",Netherlands,M,Fin,40-59M,00:56:05
4,561,747,"LAMBERS, MARCO",Netherlands,M,Fin,40-59M,00:56:47
4,567,1024,"LEERDAM, ARJAN",Netherlands,M,Fin,40-59M,00:57:02
4,575,857,"KAMMINGA, ERIC",Netherlands,M,Fin,40-59M,00:57:12
4,591,1317,"JONKMAN, JEROEN",Netherlands,M,Fin,40-59M,00:57:43
4,598,1113,"KRUSE, THOMAS",Netherlands,M,Fin,40-59M,00:57:54
4,632,10166,"BAAS, KIRSTEN",Netherlands,F,Fin,45+F,00:59:06
4,633,1329,"BOSMAN, BERT",Netherlands,M,Fin,40-59M,00:59:07
4,644,1223,"GEESINK, AJ",Netherlands,M,Fin,60+M,00:59:25
4,659,1339,"MEDENDORP, ALEWIJN",Netherlands,M,Fin,40-59M,00:59:49
4,662,1043,"WIENTJES, KLAAS",Netherlands,M,Fin,20-39M,00:59:55
4,667,10967,"BIJL, LUKA",Netherlands,M,Open,U16M,01:00:14
4,678,790,"WILKE, KOEN",Netherlands,M,Fin,40-59M,01:00:35
4,692,1272,"IJZER, STEVEN",Netherlands,M,Fin,40-59M,01:00:55
4,696,1313,"HORNSTRA, JORNE",Netherlands,M,Fin,40-59M,01:01:03
4,707,922,"DE BAKKER, LARS",Netherlands,M,Fin,20-39M,01:01:35
4,716,937,"VAN NIEJENHUIS, HENK",Netherlands,M,Open,20-39M,01:01:56
4,721,97,"BULTHUIS, JOHAN",Netherlands,M,Fin,40-59M,01:02:04
4,725,1276,"VAN DER MEER, JAN PIETER",Netherlands,M,Fin,40-59M,01:02:10
4,733,1107,"VAN OORSCHOT, JOEP",Netherlands,M,Fin,20-39M,01:02:34
4,760,483,"BAS, VERHOEF",Netherlands,M,Fin,40-59M,01:03:23
4,760,1312,"JOUSTRA, JAN",Netherlands,M,Fin,40-59M,01:03:23
4,768,435,"GIMPEL, IRIS",Netherlands,F,Fin,31-45F,01:03:40
4,780,1263,"VAN MUISWINKEL, KEES",Netherlands,M,Fin,40-59M,01:04:06
4,781,373,"VAN ZEIJL, THOM",Netherlands,M,Fin,20-39M,01:04:08
4,823,1071,"BOM, ERIC",Netherlands,M,Fin,40-59M,01:05:54
4,826,798,"BAS, REIJMERS",Netherlands,M,Fin,40-59M,01:05:55
4,847,968,"KOOT, JASPER",Netherlands,M,Fin,40-59M,01:06:54
4,883,1008,"GIJZEN, RON",Netherlands,M,Fin,40-59M,01:09:35
4,887,501,"FELLINGER, IVO",Netherlands,M,Fin,40-59M,01:09:45
4,912,978,"LUITEN, SANDER",Netherlands,M,Fin,40-59M,01:11:45
4,942,1053,"AANTJES, KEES",Netherlands,M,Open,20-39M,01:15:34
4,950,1052,"BRONKHORST, PETER-MARTIJN",Netherlands,M,Fin,40-59M,01:17:05
4,954,1270,"VAN DEN HOVEN, SANDER",Netherlands,M,Fin,40-59M,01:17:45
4,963,482,"POTS, ARNOLD",Netherlands,M,Fin,40-59M,01:19:25
4,978,550,"BRONKHORST, MATHIJS",Netherlands,M,Fin,20-39M,01:24:57
4,983,1266,"VAN DER WOLF, MEINDERT",Netherlands,M,Foil,40-59M,01:26:23
4,1018,312,"HOFSTETTER, ALEXANDER",Netherlands,M,Fin,40-59M,DNF
4,1018,510,"BUIJS, JORIS",Netherlands,M,Fin,40-59M,DNF
4,1018,613,"VAN DEN HEUVEL, THOMAS",Netherlands,M,Open,20-39M,DNF
4,1018,909,"KRAAN, PEPIJN",Netherlands,M,Fin,40-59M,DNF
4,1018,928,"DUNNEWIND, ERNST",Netherlands,M,Fin,40-59M,DNF
4,1018,1074,"VAN HARTEN, ROBERT",Netherlands,M,Fin,60+M,DNF
4,1018,1165,"HEIDA, JAN",Netherlands,M,Fin,40-59M,DNF
4,1018,1227,"LAVRIJSEN, MARTIJN",Netherlands,M,Open,40-59M,DNF
4,1018,1320,"MOBACH, MARTIJN",Netherlands,M,Fin,40-59M,DNF
4,1018,54,"KOLDEWEID, RON",Netherlands,M,Fin,40-59M,DNS
4,1018,217,"HOFSTEENGE, ROBBERT",Netherlands,M,Fin,40-59M,DNS
4,1018,270,"VAN RUITEN, NIENKE",Netherlands,F,Fin,31-45F,DNS
4,1018,369,"KAPPETIJN, OLAF",Netherlands,M,Fin,40-59M,DNS
4,1018,417,"HARMS, HIDDE",Netherlands,M,Fin,20-39M,DNS
4,1018,538,"DE BIE, BENJAMIN",Netherlands,M,Fin,40-59M,DNS
4,1018,624,"VOS, ARJAN",Netherlands,M,Fin,40-59M,DNS
4,1018,821,"BEZEMER, DENNIS",Netherlands,M,Open,40-59M,DNS
4,1018,855,"VAN POPERING, ALBERT",Netherlands,M,Fin,40-59M,DNS
4,1018,872,"VERHAGEN, PETER",Netherlands,M,Fin,60+M,DNS
4,1018,882,"KLUIVERS, IGOR",Netherlands,M,Fin,40-59M,DNS
4,1018,904,"FABRIEK, WIETZE",Netherlands,M,Fin,40-59M,DNS
4,1018,1038,"BONS, DAVID",Netherlands,M,Fin,20-39M,DNS
4,1018,1046,"DE JONG, A.A.H.",Netherlands,M,Fin,40-59M,DNS
4,1018,1088,"BOER, MAGDELNA",Netherlands,F,Fin,45+F,DNS
4,1018,1127,"BIERMANS, RENÉ",Netherlands,M,Fin,40-59M,DNS
4,1018,1234,"BONS, RONNIE (CORNELIS)",Netherlands,M,Fin,20-39M,DNS
4,1018,1240,"HARMS, ERIK",Netherlands,M,Fin,60+M,DNS
4,1018,1271,"HUISMAN, ROB",Netherlands,M,Fin,40-59M,DNS
4,1018,1274,"POLS, HAICO",Netherlands,M,Fin,40-59M,DNS
4,1018,1280,"ROMEIJN, RUUD",Netherlands,M,Fin,60+M,DNS
4,1018,1281,"GIVEAWAY, NICOPRIEN",Netherlands,M,Fin,20-39M,DNS
4,1018,1314,"HISCHE, PIETER JAN",Netherlands,M,Fin,40-59M,DNS
4,1018,10980,"BIJL, PIETER",Netherlands,M,Open,40-59M,DNS
